id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4541155553585210,JhgDVf2FY,#安徽寿县多名儿童不明原因发热腹泻#【#安徽寿县通报村民不明原因腹泻#：初判为志贺氏菌感染所引起】据寿县发布：8月20日以来，寿县保义镇居民493人陆续出现发热呕吐、腹痛腹泻症状，寿县立即成立处置工作领导组，迅速开展人员治疗工作，其中县医院、县中医院收治289人，目前病人病情普遍好转，部分病 ,,https://wx1.sinaimg.cn/large/63b09f89ly1gi0xmfw1guj20v90p7jwh.jpg,,,2020-08-23,iPhone客户端,4,1,1,"安徽寿县多名儿童不明原因发热腹泻,安徽寿县通报村民不明原因腹泻",
4541155015926513,JhgD3oRKV,#安徽寿县通报村民不明原因腹泻#【安徽寿县多名老人孩子高烧腹泻，当地一中学停课，每天用洒水车供水】8月23日，家住安徽寿县开荒镇当地村民刘桂英病情稍缓，提起前几日的折腾，声音沙哑不止。她告诉记者，自己今年60多岁，出现发烧呕吐症状已有6日，因病情严重被拉往寿县县医院救治。“那天我就喝了点稀饭，凌晨拉肚子特别严重，跑了好几趟厕所，第二天我就骑着车去开荒乡镇医院吊了两瓶水，回来还是频繁拉肚子，就出现了发烧的症状。”发现刘桂英病情的严重性，老伴通知了大女儿回家带她治病，先后辗转开荒镇、安丰镇等医院卫生所，病情仍不见好转。“拉肚子拉得裤子都提不上，一天能拉20多次，最严重的时候拉出血便，发烧到39℃，伴随呕吐的症状，就感觉浑浑噩噩的，整个人迷迷糊糊。”8月21日晚，刘桂英被送往寿县县医院，经过治疗病情已经缓合，目前情况稳定。刘桂英的大女儿告诉记者，出现相同症状的不止母亲一人，当地镇上各大医院卫生所病患皆爆满，大家的症状大致相同：高烧腹泻伴随呕吐，患病者以儿童、老年人居多，因为病房不够，寿县医院的儿科、消化科还在走廊加上了很多床位。15岁学生频繁腹泻，当地就读中学已停课8月23日，在当地保义镇兴华中学就读的15岁学生小雪向记者讲述，近日发烧请假的学生频繁增多，因为请假人数太多，学校在21号下午正式停课。“我是21号上午出现了发高烧的情况，就一直拉肚子，一上午能拉5次，我们班级40多人有十几个都是因为发烧请假，别的班级请假的学生差不多也有一半，然后学校就停课了。”小雪说。小雪向记者回忆，自己高烧严重时能达到39℃，已经在寿县县医院住了三天，目前病情已经逐渐转轻，拉肚子的频率也少了，学校暂定在30号下午开学。当地已停水3日，官方回应正在调查因为病患出现症状存在相似性，当地不少居民曾怀疑是否是自来水产生了问题。8月23日，保义镇上一名饭店老板告诉记者，当地已停水3日，每天有洒水车在当地供水。“我们家是开饭店，开了有一口井，目前就先用井水，隔壁有邻居家的小孩儿也发高烧了，不知道什么原因。”老板告诉记者，洒水车一天3次来送水，她曾向工作人员询问原因，对方告诉她正在调查，供水时间暂时未接通知。针对此事，东方今报·猛犸新闻记者与寿县卫健委取得联系，工作人员回复事情正在进一步调查中，目前已派出专家组，有结果会进行官方回复。（东方今报·猛犸新闻 记者刘继忠■见习记者 张莉/文图 应受访者要求，文中均为化名）#安徽寿县多名儿童不明原因发热腹泻#,,"https://wx4.sinaimg.cn/large/63b09f89ly1gi0xjm2zn5j20s40dl4qp.jpg,https://wx2.sinaimg.cn/large/63b09f89ly1gi0xjoeq8gj21hc0onb2a.jpg,https://wx4.sinaimg.cn/large/63b09f89ly1gi0xjr8fqpj20u00hg4qp.jpg",,,2020-08-23,微博 weibo.com,58,18,6,"安徽寿县通报村民不明原因腹泻,安徽寿县多名儿童不明原因发热腹泻",
4541144580752608,Jhgme39MQ,【撒谎、不念书、找人替考...#特朗普83岁姐姐录音遭曝光#】22日，几段特朗普83岁姐姐、美国前联邦上诉法院法官玛丽安·特朗普·巴里的录音被媒体曝光。在这些录音中，玛丽安吐槽特朗普谎话连篇，不念书只看福克斯新闻，更爆料当年特朗普找人替考进大学的事情。这几段录音是由特朗普侄女玛丽秘密录制，并提供给媒体的，有媒体推测录制时间应该在2018年至2019年间。@微丢 微丢的微博视频,,,"http://f.video.weibocdn.com/VJmxTo7Rlx07FRmB1Ctq01041200aNeT0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453393&ssig=EPE%2Bncy7qw&KID=unistore,video",,2020-08-23,iPhone客户端,9,3,4,特朗普83岁姐姐录音遭曝光,微丢
4541141679079736,JhghxC63m,【转存视频！#施一公说诚实做学问是不容突破的底线#】今天，#西湖大学博士研究生开学典礼#上，校长施一公致辞时说：“新冠疫情绝不是人类面临的唯一危机或最后难题，它只是人类历史长河中又一次新的挑战。我们正在面对百年未有之大变局，要想在变局中开新局，科学与技术的价值和力量日益显现。做诚实的学问是科学研究中一条不容突破的底线。”#新同学你好#中新视频的微博视频 @中新视频,,,"http://f.video.weibocdn.com/w41hNYXnlx07FRoCSwYw01041200dkx60E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453393&ssig=4Rvcua6PWY&KID=unistore,video",,2020-08-23,iPhone客户端,22,2,7,"施一公说诚实做学问是不容突破的底线,西湖大学博士研究生开学典礼,新同学你好",中新视频
4541141556672030,JhghlrZHo,【#又到一年退伍季#：#东风快递员震撼宣誓#】又到一年退伍季，火箭军某部军人在军旗下的铮铮誓言，让所有的“东风快递员”们无论到什么时候，都不会忘记自己为什么出发。致敬中国军人！（张践）@中新视频 中新视频的微博视频  ,,,"http://f.video.weibocdn.com/HaEgdZ87lx07FQgRwFzO01041200wLOC0E010.mp4?label=mp4_720p&template=996x560.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453392&ssig=XSX%2BnQ2shN&KID=unistore,video",,2020-08-23,iPhone客户端,25,1,2,"又到一年退伍季,东风快递员震撼宣誓",中新视频
4541131301331430,Jhg0O5AmG,#中国生物新冠疫苗很可能年底上市#【中国生物：#新冠疫苗很可能年底上市#】23日，中国生物技术股份有限公司副总裁张云涛介绍了该公司新冠灭活疫苗的研发进展。目前，疫苗正在全球多国开展临床试验，他表示，有很大可能性今年年底能够上市。“我们在加速开展三期临床，由于我国疫情控制得非常好，反而没有进行三期临床的条件，所以我们转向国外进行。疫苗的上市时间，依赖于三期临床研究的结果，有很大可能性在今年年底可以上市。”张云涛表示。（新京报）,,https://wx4.sinaimg.cn/large/63b09f89ly1gi0uu5rmt6j20p00goabc.jpg,,,2020-08-23,iPhone客户端,4,1,5,"中国生物新冠疫苗很可能年底上市,新冠疫苗很可能年底上市",
4541113736369657,JhfytqJ2p,【#准研究生虐狗事件狗主人发声# ：狗狗情况好转 他该为自己行为负责】8月22日，福建厦门，准研究生借宿朋友家虐狗事件引关注。狗主人谢女士称狗狗情况好转，正积极接受治疗。回忆事发过程她称：第一次发现狗狗被打后，经老公调解不了了之；第二次虐狗后谢女士曾报警，怕对该男子学业有影响没深究。23日凌晨，谢女士@m慧敏儿m 发文称，“没有任何诉求，坏人已被曝光，不管怎样，都是他该受的。”漩涡视频的微博视频,,,"http://f.video.weibocdn.com/cUIIF8lLlx07FRc6y9wA01041200iHVQ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453394&ssig=fmMmlGtyNx&KID=unistore,video",,2020-08-23,深度报道 · 视频社区,5,3,2,准研究生虐狗事件狗主人发声,m慧敏儿m
4541105540703993,Jhflg2X8J,【#陕西四胞胎东北虎宝宝亮相# 爱吃爱玩爱搭讪】近日，在陕西西安秦岭野生动物园，有四只东北虎宝宝与游客见面了。这四只小家伙是四胞胎，它们在展馆里你追我赶，还不时与游客互动，十分可爱。据饲养员介绍，这四只小家伙刚来到这里的时候胆子比较小，适应了一段时间后，现在变得很调皮，爱跟“左邻右舍”搭讪，还喜欢与游客互动。#陕西四胞胎东北虎宝宝与游客见面# 央视网的微博视频,,,"https://locallimit.us.sinaimg.cn/NZJkj7malx07FPsAS7aM0104120090Eq0E010.mp4?label=mp4_hd&template=480x270.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453394&ssig=OiGvF%2B3RCk&KID=unistore,video",,2020-08-23,iPhone客户端,6,1,2,"陕西四胞胎东北虎宝宝亮相,陕西四胞胎东北虎宝宝与游客见面",
4541094664089094,Jhf3Ih9L8,【#夫妻在洱海边洗车#罚款2000元】8月21日，云南大理，有网友举报一对夫妻在洱海边洗车。随后相关部门经核实，夫妻两人是自驾来大理游玩，21日下午在挖色镇康廊村附近游玩途中，开车下到洱海边游玩、洗车。大理市洱海管理局依据相关规定，对当事人下达行政处罚告知书，作出行政处罚两千元，并对夫妻两人进行了批评教育。#官方回应夫妻俩在洱海洗车#沸点视频的微博视频 （沸点）,,,"http://f.video.weibocdn.com/WDd96cuylx07FQkN4n7a010412009fxy0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453394&ssig=yftDtRmDur&KID=unistore,video",,2020-08-23,iPhone客户端,10,5,3,"夫妻在洱海边洗车,官方回应夫妻俩在洱海洗车",
4541091020546738,JheXQ2iem,【#三岁男孩从泳池中救出溺水好友#，家人事后回看监控一阵后怕】据《每日邮报》8月22日报道，巴西一3岁男孩从泳池中救出溺水的好友。监控显示，3岁男孩伸手去拿游泳圈，不料一头栽进水里，幸运的是，他另外一位3岁的小伙伴四处寻找大人无果后，就努力伸手给朋友，最终将朋友拉了上来。海客新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/jjxW3GGYjUyRNIG0BkVR37rv1SxJ8z9l8Z4Lng__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453394&ssig=cpUpMHaHi1&KID=unistore,video",,2020-08-23,iPhone客户端,7,1,2,三岁男孩从泳池中救出溺水好友,
4541075949364577,JhezwDi9z,【#日媒要求日本政府公开新冠对策专家会议实录# 却得到被涂黑的速记记录】近日，日本富士电视台要求日本政府公开新冠对策专家会议的实录，得到的38页速记记录中，发言内容几乎全部都被涂黑了，没有被涂黑的只有类似“谢谢”之类的寒暄用语。对于涂黑这些文字的理由，日本内阁官房长官表示，“一旦公布，可能会有损直率的意见交换”。此外，日本经济再生担当相西村康稔虽然表达了政府应该公布实录的意见，但是预计这份实录也只能在转移到国家档案馆之后、10年后才能公布。富士电视台称，“我们可能要等到2030年才能看到这些被涂黑的文字了”。（《环球时报》三缺二视频组）@这视频 这视频的秒拍视频,,,"https://gslb.miaopai.com/stream/9Hg-UTWFAQDVaUIlc0JmO9JKj8gUSGCSc3Outw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453394&ssig=WYhwgj%2FLBH&KID=unistore,video",,2020-08-23,iPhone客户端,4,3,4,日媒要求日本政府公开新冠对策专家会议实录,这视频
4541071579415404,JhestDvnm,#美军胡德堡基地一名核生化专家失踪#【美胡德堡基地再现诡谲事件 年轻核生化专家神秘失踪】 8月19日晚，驻扎在胡德堡军事基地的一名美军核生化专家埃尔德·费尔南德斯被报告失踪。今年以来，该基地已接连发生多起士兵离奇失踪死亡案件。@央视网视频小央视频的秒拍视频  ,,,http://gslb.miaopai.com/stream/rs-iGqPSnlkWYeqpMMwv52ZEZ57PSaHwVDiapw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2020-08-23,iPhone客户端,7,5,5,美军胡德堡基地一名核生化专家失踪,
4541033294078585,JhdsJh71D,【#两名医学生跪地救人无效却遭恶评# 逝者家属：必须要说感谢】8月14日晚，一位中年男子在湖南常德火车站内突发疾病倒地，前往成都参加考试的两名女医学生立即进行心肺复苏和人工呼吸，整个过程近20分钟。遗憾的是，倒地男子经抢救无效不幸离世，两名女孩离开时忍不住抽泣起来，不停抹泪。这段救人视频却引起部分网友的恶评。据悉，两人都是成都中医药大的研究生，有临床抢救经验。逝者胡某的家属事发后当面致谢：“虽然人走了，但必须要感恩。”看看新闻KNEWS的秒拍视频,,,"https://gslb.miaopai.com/stream/qsmbeFtVwkBozvLw4iBgv4Vi8T9t0fnkjBpDeA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453395&ssig=2EkpRj0wFz&KID=unistore,video",,2020-08-23,Android,534,70,89,两名医学生跪地救人无效却遭恶评,
4541010543378591,JhcS2eaVp,#国是论坛#【#31省区市新增境外输入12例#，#31省区市连续7天本土0新增#】8月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，均为境外输入病例（河北5例，天津2例，广东2例，陕西2例，福建1例）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（均在福建）。境外输入现有确诊病例212例（其中重症病例2例），现有疑似病例3例。累计确诊病例2402例，累计治愈出院病例2190例，无死亡病例。#关注新冠肺炎#,,https://wx3.sinaimg.cn/large/63b09f89ly1gi0gyvrh24j20s40tf423.jpg,,,2020-08-23,Android,1,0,1,"国是论坛,31省区市新增境外输入12例,31省区市连续7天本土0新增,关注新冠肺炎",
4541010153833389,JhcRpg5eR,【国家卫健委官员：#下一步考虑适度扩大新冠疫苗紧急使用的范围#】8月22日，央视财经播出的《对话》栏目邀请“中国疫苗天团”介绍新冠疫苗研发背后的故事，在此次节目中，国家卫生健康委科技发展中心主任、国务院联防联控机制科研攻关组疫苗研发专班工作组组长郑忠伟透露，下一步为了防范秋冬季的疫情，也会考虑适度扩大新冠疫苗紧急使用的范围。郑忠伟在节目中介绍，我国《疫苗管理法》明确规定，当出现特别重大公共卫生事件，由国家卫生健康委提出紧急使用疫苗的申请，由国家药监局组织专家论证并同意，由国家卫生健康委在一定范围、一定时限内紧急使用疫苗。从今年4月4日开始提出新冠疫苗的紧急使用条件和程序，之后专家无数次的论证，直到6月24日，国务院批准《新冠病毒疫苗紧急使用(试用)方案》，7月22日正式启动新冠疫苗的紧急使用。郑忠伟透露，下一步为了防范秋冬季的疫情，也会在考虑适度扩大新冠疫苗紧急使用范围，目的是在医务人员、保障城市基本运营人员（如菜市场人员、交通保障人员、服务行业人员）等特殊人群建立免疫屏障，整个城市的运行就会有稳定的保障。（澎湃新闻，TY）,,https://wx4.sinaimg.cn/large/63b09f89ly1gi0gx9idgpj21900u0ad5.jpg,,,2020-08-23,Android,3,1,4,下一步考虑适度扩大新冠疫苗紧急使用的范围,
4541010074408414,JhcRhiuPs,【#女孩搬家后房内爬满蟑螂# 邻居：整层楼都有了】8月22日，郑州，一名女孩搬家后，地板墙壁上满是蟑螂，保洁阿姨忍不住吐槽。视频拍摄者称，这个女孩不经常住，但经常点外卖，保洁阿姨从早上7点打扫到10点半，现在整层楼都有蟑螂了。沸点视频的微博视频 ,,,"http://f.video.weibocdn.com/ZAJFUJbDlx07FPVhkmFa01041200uk490E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453394&ssig=xGMkfKd7cu&KID=unistore,video",,2020-08-23,Android,123,47,9,女孩搬家后房内爬满蟑螂,
